Source,Target,Weight,Direction of correlation,Correlation P-value,PD-associated
Candidatus_Methanomassiliicoccus_intestinalis,Blautia_sp_CAG_257,0.1172,-,0.031,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Ruminococcus_gnavus,0.1267,-,0.019,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Coprococcus_eutactus,0.1184,+,0.027,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Clostridium_citroniae,0.1105,-,0.042,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Lachnoclostridium_sp_An118,0.1809,+,0.003,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Lachnoclostridium_sp_An131,0.169,+,0.002,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Roseburia_sp_CAG_309,0.1759,+,0.006,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Flavonifractor_plautii,0.1253,-,0.029,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Flavonifractor_sp_An10,0.1596,+,0.006,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Gemmiger_sp_An87,0.1027,+,0.028,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Pseudoflavonifractor_sp_An184,0.2261,+,0.002,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Ruminococcaceae_bacterium_D5,0.1333,+,0.014,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Ruminococcus_bromii,0.1573,+,0.002,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Ruminococcus_sp_CAG_624,0.0903,+,0.035,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Holdemanella_biformis,0.0979,-,0.039,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Firmicutes_bacterium_CAG_94,0.1113,+,0.037,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Fusobacterium_naviforme,0.1123,+,0.03,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Comamonas_kerstersii,0.0746,+,0.03,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Campylobacter_hominis,0.0967,+,0.011,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Citrobacter_farmeri,0.074,+,0.045,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Citrobacter_koseri,0.0656,+,0.028,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Cloacibacillus_evryensis,0.1876,+,0.003,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Cloacibacillus_porcorum,0.1565,+,0.014,Yes
Candidatus_Methanomassiliicoccus_intestinalis,Candida_albicans,0.0264,-,0.048,Yes
Actinobaculum_sp_oral_taxon_183,Actinomyces_europaeus,0.0603,+,0.013,No
Actinobaculum_sp_oral_taxon_183,Actinomyces_radicidentis,0.0345,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Actinomyces_sp_oral_taxon_170,0.1416,+,0.002,No
Actinobaculum_sp_oral_taxon_183,Actinomyces_sp_oral_taxon_180,0.0484,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Actinomyces_sp_S6_Spd3,0.1183,+,0.008,No
Actinobaculum_sp_oral_taxon_183,Actinomyces_turicensis,0.0373,+,0.037,No
Actinobaculum_sp_oral_taxon_183,Varibaculum_cambriense,0.0505,+,0.035,No
Actinobaculum_sp_oral_taxon_183,Aeriscardovia_aeriphila,0.1209,+,0.007,No
Actinobaculum_sp_oral_taxon_183,Bifidobacterium_breve,0.0974,+,0.029,Yes
Actinobaculum_sp_oral_taxon_183,Bifidobacterium_catenulatum,0.0605,+,0.013,No
Actinobaculum_sp_oral_taxon_183,Bifidobacterium_pseudolongum,0.0703,+,0.036,No
Actinobaculum_sp_oral_taxon_183,Parascardovia_denticolens,0.0332,+,0.042,No
Actinobaculum_sp_oral_taxon_183,Scardovia_inopinata,0.0366,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Corynebacterium_coyleae,0.0303,+,0.015,No
Actinobaculum_sp_oral_taxon_183,Corynebacterium_durum,0.0477,+,0.027,No
Actinobaculum_sp_oral_taxon_183,Corynebacterium_frankenforstense,0.0228,+,0.035,No
Actinobaculum_sp_oral_taxon_183,Corynebacterium_nuruki,0.035,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Rothia_mucilaginosa,0.0797,-,0.041,Yes
Actinobaculum_sp_oral_taxon_183,Atopobium_parvulum,0.0497,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Atopobium_rimae,0.0391,+,0.026,No
Actinobaculum_sp_oral_taxon_183,Olsenella_profusa,0.0394,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Adlercreutzia_equolifaciens,0.1112,-,0.005,No
Actinobaculum_sp_oral_taxon_183,Asaccharobacter_celatus,0.1241,-,0.006,No
Actinobaculum_sp_oral_taxon_183,Denitrobacterium_detoxificans,0.036,+,0.031,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_clarus,0.1091,+,0.033,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_coprophilus,0.0567,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_massiliensis,0.0959,-,0.011,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_sartorii,0.0358,+,0.035,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_sp_CAG_144,0.1,+,0.03,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_sp_CAG_530,0.0483,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Barnesiella_viscericola,0.0352,+,0.012,No
Actinobaculum_sp_oral_taxon_183,Dysgonomonas_gadei,0.0447,+,0.012,No
Actinobaculum_sp_oral_taxon_183,Muribaculum_intestinale,0.0483,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Odoribacter_splanchnicus,0.1009,-,0.01,No
Actinobaculum_sp_oral_taxon_183,Porphyromonas_uenonis,0.0312,+,0.037,No
Actinobaculum_sp_oral_taxon_183,Sanguibacteroides_justesenii,0.031,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Prevotella_buccae,0.0412,+,0.027,No
Actinobaculum_sp_oral_taxon_183,Prevotella_sp_885,0.0486,+,0.029,No
Actinobaculum_sp_oral_taxon_183,Prevotella_sp_AM42_24,0.1384,+,0.015,No
Actinobaculum_sp_oral_taxon_183,Prevotella_sp_CAG_1320,0.0425,+,0.018,No
Actinobaculum_sp_oral_taxon_183,Prevotella_sp_CAG_5226,0.0512,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Prevotella_sp_CAG_873,0.0229,+,0.041,No
Actinobaculum_sp_oral_taxon_183,Alistipes_finegoldii,0.1175,-,0.006,Yes
Actinobaculum_sp_oral_taxon_183,Alistipes_putredinis,0.152,-,0.002,No
Actinobaculum_sp_oral_taxon_183,Alistipes_shahii,0.0965,-,0.017,No
Actinobaculum_sp_oral_taxon_183,Alistipes_sp_An31A,0.0521,+,0.026,No
Actinobaculum_sp_oral_taxon_183,Alistipes_sp_An66,0.0495,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Parabacteroides_distasonis,0.1102,-,0.016,Yes
Actinobaculum_sp_oral_taxon_183,Parabacteroides_sp_426_9,0.0517,+,0.012,No
Actinobaculum_sp_oral_taxon_183,Candidatus_Gastranaerophilales_bacterium,0.0282,+,0.033,No
Actinobaculum_sp_oral_taxon_183,Bacillus_coagulans,0.0373,+,0.016,No
Actinobaculum_sp_oral_taxon_183,Bacillus_horneckiae,0.0484,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Gemella_haemolysans,0.1473,+,0.002,No
Actinobaculum_sp_oral_taxon_183,Staphylococcus_aureus,0.0493,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Staphylococcus_epidermidis,0.0517,+,0.026,No
Actinobaculum_sp_oral_taxon_183,Granulicatella_elegans,0.0382,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Enterococcus_avium,0.0365,+,0.021,Yes
Actinobaculum_sp_oral_taxon_183,Enterococcus_casseliflavus,0.0523,+,0.041,No
Actinobaculum_sp_oral_taxon_183,Enterococcus_raffinosus,0.0576,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_acidophilus,0.0333,+,0.026,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_amylovorus,0.0303,+,0.018,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_farciminis,0.0248,+,0.026,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_fuchuensis,0.0631,+,0.013,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_helveticus,0.039,+,0.014,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_mucosae,0.0572,+,0.047,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_pentosus,0.0397,+,0.022,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_plantarum,0.0807,+,0.043,No
Actinobaculum_sp_oral_taxon_183,Lactobacillus_vaginalis,0.0865,+,0.046,No
Actinobaculum_sp_oral_taxon_183,Pediococcus_argentinicus,0.0465,+,0.022,No
Actinobaculum_sp_oral_taxon_183,Leuconostoc_carnosum,0.0415,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Leuconostoc_gelidum,0.1455,+,0.001,No
Actinobaculum_sp_oral_taxon_183,Leuconostoc_lactis,0.1548,+,0.001,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_agalactiae,0.0299,+,0.016,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_downei,0.0403,+,0.029,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_infantarius,0.0447,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_sobrinus,0.0366,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_sp_F0442,0.0887,+,0.042,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_sp_HMSC071D03,0.0342,+,0.033,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_sp_HPH0090,0.0443,+,0.04,No
Actinobaculum_sp_oral_taxon_183,Streptococcus_viridans,0.0351,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Butyricicoccus_porcorum,0.0273,+,0.018,No
Actinobaculum_sp_oral_taxon_183,Clostridium_butyricum,0.0523,+,0.027,No
Actinobaculum_sp_oral_taxon_183,Clostridium_cadaveris,0.0474,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Clostridium_perfringens,0.1362,+,0.007,No
Actinobaculum_sp_oral_taxon_183,Clostridium_sp_CAG_58,0.1113,-,0.007,Yes
Actinobaculum_sp_oral_taxon_183,Clostridium_sp_CAG_632,0.0369,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Clostridium_ventriculi,0.0381,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Lactonifactor_longoviformis,0.09,+,0.029,No
Actinobaculum_sp_oral_taxon_183,Mogibacterium_diversum,0.1029,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Mogibacterium_timidum,0.0449,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Bacteroides_pectinophilus,0.0246,+,0.024,No
Actinobaculum_sp_oral_taxon_183,Clostridiales_bacterium_CHKCI001,0.0393,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Clostridiales_bacterium_CHKCI006,0.0243,+,0.029,No
Actinobaculum_sp_oral_taxon_183,Eubacterium_dolichum_CAG_375,0.0987,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Eubacterium_eligens,0.0836,-,0.037,Yes
Actinobaculum_sp_oral_taxon_183,Eubacterium_hallii,0.0917,-,0.019,Yes
Actinobaculum_sp_oral_taxon_183,Eubacterium_sp_CAG_38,0.1242,-,0.001,Yes
Actinobaculum_sp_oral_taxon_183,Pseudoramibacter_alactolyticus,0.0341,+,0.022,No
Actinobaculum_sp_oral_taxon_183,Anaerosporobacter_mobilis,0.0542,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Anaerostipes_caccae,0.1564,+,0.002,No
Actinobaculum_sp_oral_taxon_183,Anaerostipes_sp_494a,0.0543,+,0.011,No
Actinobaculum_sp_oral_taxon_183,Blautia_coccoides,0.0786,+,0.049,No
Actinobaculum_sp_oral_taxon_183,Blautia_hansenii,0.0768,+,0.045,Yes
Actinobaculum_sp_oral_taxon_183,Blautia_obeum,0.1077,-,0.012,No
Actinobaculum_sp_oral_taxon_183,Blautia_producta,0.1382,+,0.002,No
Actinobaculum_sp_oral_taxon_183,Dorea_formicigenerans,0.1134,-,0.008,No
Actinobaculum_sp_oral_taxon_183,Dorea_sp_CAG_317,0.0846,-,0.034,No
Actinobaculum_sp_oral_taxon_183,Dorea_sp_D27,0.0357,+,0.015,No
Actinobaculum_sp_oral_taxon_183,Clostridium_hylemonae,0.1017,+,0.017,Yes
Actinobaculum_sp_oral_taxon_183,Clostridium_scindens,0.1026,+,0.013,No
Actinobaculum_sp_oral_taxon_183,Lachnospira_pectinoschiza,0.0958,-,0.014,No
Actinobaculum_sp_oral_taxon_183,Eubacterium_rectale,0.0877,-,0.04,Yes
Actinobaculum_sp_oral_taxon_183,Lachnospiraceae_bacterium_oral_taxon_096,0.0394,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Marvinbryantia_formatexigens,0.029,+,0.027,No
Actinobaculum_sp_oral_taxon_183,Robinsoniella_sp_RHS,0.0391,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Roseburia_faecis,0.1102,-,0.005,Yes
Actinobaculum_sp_oral_taxon_183,Roseburia_hominis,0.1569,-,0.001,No
Actinobaculum_sp_oral_taxon_183,Roseburia_inulinivorans,0.1357,-,0.001,Yes
Actinobaculum_sp_oral_taxon_183,Roseburia_sp_CAG_303,0.0326,+,0.024,No
Actinobaculum_sp_oral_taxon_183,Sellimonas_intestinalis,0.0844,+,0.038,No
Actinobaculum_sp_oral_taxon_183,Peptococcus_niger,0.0271,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Clostridioides_difficile,0.0447,+,0.032,No
Actinobaculum_sp_oral_taxon_183,Anaeromassilibacillus_sp_An172,0.0312,+,0.034,No
Actinobaculum_sp_oral_taxon_183,Faecalibacterium_prausnitzii,0.0953,-,0.035,Yes
Actinobaculum_sp_oral_taxon_183,Gemmiger_formicilis,0.0974,-,0.017,No
Actinobaculum_sp_oral_taxon_183,Gemmiger_sp_An120,0.0371,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Gemmiger_sp_An87,0.0342,+,0.041,No
Actinobaculum_sp_oral_taxon_183,Ruminococcus_sp_CAG_403,0.105,+,0.034,No
Actinobaculum_sp_oral_taxon_183,Ruminococcus_sp_CAG_488,0.0514,+,0.029,No
Actinobaculum_sp_oral_taxon_183,Ruminococcus_sp_CAG_563,0.0501,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Ruminococcus_sp_CAG_624,0.1737,+,0.006,No
Actinobaculum_sp_oral_taxon_183,Ruthenibacterium_lactatiformans,0.0912,-,0.048,Yes
Actinobaculum_sp_oral_taxon_183,Absiella_dolichum,0.0961,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Erysipelatoclostridium_ramosum,0.0939,+,0.023,No
Actinobaculum_sp_oral_taxon_183,Firmicutes_bacterium_CAG_238,0.0546,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Firmicutes_bacterium_CAG_555,0.0272,+,0.046,No
Actinobaculum_sp_oral_taxon_183,Firmicutes_bacterium_CAG_94,0.0897,-,0.026,No
Actinobaculum_sp_oral_taxon_183,Phascolarctobacterium_faecium,0.1078,-,0.004,No
Actinobaculum_sp_oral_taxon_183,Mitsuokella_jalaludinii,0.0409,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Mitsuokella_multacida,0.0372,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Dialister_invisus,0.083,+,0.031,Yes
Actinobaculum_sp_oral_taxon_183,Megasphaera_elsdenii,0.1244,+,0.023,No
Actinobaculum_sp_oral_taxon_183,Megasphaera_micronuciformis,0.0539,+,0.032,No
Actinobaculum_sp_oral_taxon_183,Megasphaera_stantonii,0.0313,+,0.015,No
Actinobaculum_sp_oral_taxon_183,Veillonella_sp_CAG_933,0.0648,+,0.036,No
Actinobaculum_sp_oral_taxon_183,Parvimonas_micra,0.0481,+,0.022,No
Actinobaculum_sp_oral_taxon_183,Peptoniphilus_coxii,0.0439,+,0.036,No
Actinobaculum_sp_oral_taxon_183,Peptoniphilus_harei,0.0315,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Fusobacterium_naviforme,0.0295,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Fusobacterium_nucleatum,0.0403,+,0.018,No
Actinobaculum_sp_oral_taxon_183,Oligella_urethralis,0.0323,+,0.012,No
Actinobaculum_sp_oral_taxon_183,Lautropia_mirabilis,0.0397,+,0.021,No
Actinobaculum_sp_oral_taxon_183,Comamonas_kerstersii,0.0578,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Campylobacter_concisus,0.049,+,0.023,No
Actinobaculum_sp_oral_taxon_183,Campylobacter_gracilis,0.152,+,0.005,No
Actinobaculum_sp_oral_taxon_183,Campylobacter_hominis,0.0336,+,0.013,No
Actinobaculum_sp_oral_taxon_183,Aeromonas_allosaccharophila,0.0503,+,0.023,No
Actinobaculum_sp_oral_taxon_183,Aeromonas_veronii,0.0541,+,0.016,No
Actinobaculum_sp_oral_taxon_183,Anaerobiospirillum_thomasii,0.0404,+,0.025,No
Actinobaculum_sp_oral_taxon_183,Succinatimonas_hippei,0.0479,+,0.012,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_amalonaticus,0.0764,+,0.043,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_europaeus,0.026,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_farmeri,0.1405,+,0.002,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_freundii,0.2501,+,0.001,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_koseri,0.139,+,0.002,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_pasteurii,0.0429,+,0.012,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_portucalensis,0.0451,+,0.022,No
Actinobaculum_sp_oral_taxon_183,Citrobacter_youngae,0.1376,+,0.007,No
Actinobaculum_sp_oral_taxon_183,Enterobacter_mori,0.0321,+,0.01,No
Actinobaculum_sp_oral_taxon_183,Pluralibacter_gergoviae,0.0371,+,0.03,No
Actinobaculum_sp_oral_taxon_183,Raoultella_ornithinolytica,0.0322,+,0.024,No
Actinobaculum_sp_oral_taxon_183,Raoultella_planticola,0.0349,+,0.041,No
Actinobaculum_sp_oral_taxon_183,Hafnia_paralvei,0.0274,+,0.042,No
Actinobaculum_sp_oral_taxon_183,Morganella_morganii,0.0458,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Aggregatibacter_segnis,0.047,+,0.023,No
Actinobaculum_sp_oral_taxon_183,Haemophilus_sputorum,0.0294,+,0.028,No
Actinobaculum_sp_oral_taxon_183,Pseudomonas_fragi,0.0483,+,0.027,No
Actinobaculum_sp_oral_taxon_183,Pseudomonas_helleri,0.0283,+,0.017,No
Actinobaculum_sp_oral_taxon_183,Cloacibacillus_porcorum,0.1185,+,0.019,No
Actinobaculum_sp_oral_taxon_183,Fretibacterium_fastidiosum,0.0385,+,0.018,No
Actinobaculum_sp_oral_taxon_183,Pyramidobacter_piscolens,0.149,+,0.006,No
Actinobaculum_sp_oral_taxon_183,Pyramidobacter_sp_C12_8,0.0382,+,0.02,No
Actinobaculum_sp_oral_taxon_183,Candida_albicans,0.026,+,0.013,No
Actinobaculum_sp_oral_taxon_183,Blastocystis_sp_subtype_1,0.0502,+,0.022,No
Actinomyces_europaeus,Actinomyces_graevenitzii,0.0515,-,0.033,No
Actinomyces_europaeus,Actinomyces_massiliensis,0.0381,+,0.016,No
Actinomyces_europaeus,Actinomyces_odontolyticus,0.055,-,0.017,No
Actinomyces_europaeus,Actinomyces_radicidentis,0.0639,+,0.003,No
Actinomyces_europaeus,Actinomyces_sp_oral_taxon_170,0.0427,+,0.008,No
Actinomyces_europaeus,Actinomyces_sp_oral_taxon_180,0.0684,+,0.003,No
Actinomyces_europaeus,Actinomyces_sp_oral_taxon_448,0.0433,+,0.024,Yes
Actinomyces_europaeus,Actinomyces_sp_S6_Spd3,0.0621,+,0.021,No
Actinomyces_europaeus,Actinomyces_turicensis,0.0562,+,0.009,No
Actinomyces_europaeus,Actinomyces_viscosus,0.0574,+,0.01,No
Actinomyces_europaeus,Varibaculum_cambriense,0.0742,+,0.008,No
Actinomyces_europaeus,Aeriscardovia_aeriphila,0.0739,+,0.017,No
Actinomyces_europaeus,Alloscardovia_omnicolens,0.0864,+,0.011,No
Actinomyces_europaeus,Bifidobacterium_catenulatum,0.0886,+,0.002,No
Actinomyces_europaeus,Bifidobacterium_pseudolongum,0.0954,+,0.005,No
Actinomyces_europaeus,Bifidobacterium_saeculare,0.0413,+,0.015,Yes
Actinomyces_europaeus,Gardnerella_vaginalis,0.0224,+,0.035,No
Actinomyces_europaeus,Parascardovia_denticolens,0.0443,+,0.01,No
Actinomyces_europaeus,Scardovia_inopinata,0.0569,+,0.006,No
Actinomyces_europaeus,Scardovia_wiggsiae,0.0587,+,0.025,Yes
Actinomyces_europaeus,Corynebacterium_argentoratense,0.0441,+,0.01,No
Actinomyces_europaeus,Corynebacterium_coyleae,0.034,+,0.005,No
Actinomyces_europaeus,Corynebacterium_durum,0.056,+,0.006,No
Actinomyces_europaeus,Corynebacterium_frankenforstense,0.0452,+,0.004,No
Actinomyces_europaeus,Corynebacterium_nuruki,0.046,+,0.003,No
Actinomyces_europaeus,Rothia_mucilaginosa,0.0511,-,0.032,Yes
Actinomyces_europaeus,Propionibacterium_acidifaciens,0.0484,+,0.02,No
Actinomyces_europaeus,Atopobium_deltae,0.0391,+,0.021,No
Actinomyces_europaeus,Atopobium_parvulum,0.0748,+,0.006,No
Actinomyces_europaeus,Atopobium_rimae,0.0641,+,0.01,No
Actinomyces_europaeus,Atopobium_vaginae,0.0248,+,0.023,No
Actinomyces_europaeus,Olsenella_profusa,0.0319,+,0.008,No
Actinomyces_europaeus,Olsenella_uli,0.0227,+,0.027,No
Actinomyces_europaeus,Collinsella_aerofaciens,0.1271,-,0.001,No
Actinomyces_europaeus,Collinsella_stercoris,0.1028,-,0.001,No
Actinomyces_europaeus,Collinsella_massiliensis,0.1094,-,0.001,Yes
Actinomyces_europaeus,Enorma_massiliensis,0.0462,-,0.04,Yes
Actinomyces_europaeus,Adlercreutzia_equolifaciens,0.0671,-,0.012,No
Actinomyces_europaeus,Asaccharobacter_celatus,0.0686,-,0.015,No
Actinomyces_europaeus,Denitrobacterium_detoxificans,0.0729,+,0.009,No
Actinomyces_europaeus,Eggerthella_lenta,0.0719,+,0.006,No
Actinomyces_europaeus,Bacteroides_coprophilus,0.0769,+,0.013,No
Actinomyces_europaeus,Bacteroides_dorei,0.056,-,0.015,No
Actinomyces_europaeus,Bacteroides_finegoldii,0.0735,-,0.006,No
Actinomyces_europaeus,Bacteroides_sartorii,0.0598,+,0.009,No
Actinomyces_europaeus,Bacteroides_sp_CAG_144,0.0263,+,0.047,No
Actinomyces_europaeus,Bacteroides_sp_CAG_530,0.0729,+,0.006,No
Actinomyces_europaeus,Bacteroides_sp_D2,0.0711,+,0.017,No
Actinomyces_europaeus,Bacteroides_stercorirosoris,0.0577,+,0.009,No
Actinomyces_europaeus,Bacteroides_stercoris,0.0657,-,0.013,No
Actinomyces_europaeus,Bacteroides_thetaiotaomicron,0.0783,-,0.004,No
Actinomyces_europaeus,Bacteroides_vulgatus,0.055,-,0.031,No
Actinomyces_europaeus,Barnesiella_intestinihominis,0.0745,-,0.011,No
Actinomyces_europaeus,Barnesiella_viscericola,0.0611,+,0.005,No
Actinomyces_europaeus,Coprobacter_fastidiosus,0.0672,-,0.016,No
Actinomyces_europaeus,Dysgonomonas_gadei,0.077,+,0.005,No
Actinomyces_europaeus,Muribaculum_intestinale,0.0755,+,0.003,No
Actinomyces_europaeus,Butyricimonas_synergistica,0.0772,-,0.004,No
Actinomyces_europaeus,Butyricimonas_virosa,0.0992,-,0.002,No
Actinomyces_europaeus,Odoribacter_splanchnicus,0.0621,-,0.013,No
Actinomyces_europaeus,Porphyromonas_sp_HMSC065F10,0.0525,+,0.018,No
Actinomyces_europaeus,Porphyromonas_uenonis,0.0504,+,0.009,No
Actinomyces_europaeus,Sanguibacteroides_justesenii,0.0569,+,0.006,No
Actinomyces_europaeus,Prevotella_bivia,0.03,+,0.031,No
Actinomyces_europaeus,Prevotella_buccae,0.0551,+,0.004,No
Actinomyces_europaeus,Prevotella_buccalis,0.141,+,0.001,No
Actinomyces_europaeus,Prevotella_corporis,0.0918,+,0.008,No
Actinomyces_europaeus,Prevotella_disiens,0.0706,+,0.016,No
Actinomyces_europaeus,Prevotella_sp_885,0.0536,+,0.011,No
Actinomyces_europaeus,Prevotella_sp_AM42_24,0.0243,+,0.025,No
Actinomyces_europaeus,Prevotella_sp_CAG_1320,0.0604,+,0.002,No
Actinomyces_europaeus,Prevotella_sp_CAG_279,0.0299,+,0.046,No
Actinomyces_europaeus,Prevotella_sp_CAG_520,0.0523,+,0.005,No
Actinomyces_europaeus,Prevotella_sp_CAG_5226,0.0575,+,0.005,No
Actinomyces_europaeus,Prevotella_sp_CAG_873,0.0561,+,0.008,No
Actinomyces_europaeus,Prevotella_stercorea,0.0249,+,0.049,No
Actinomyces_europaeus,Prevotella_timonensis,0.1569,+,0.001,No
Actinomyces_europaeus,Alistipes_finegoldii,0.1146,-,0.001,Yes
Actinomyces_europaeus,Alistipes_indistinctus,0.0562,-,0.024,Yes
Actinomyces_europaeus,Alistipes_putredinis,0.0962,-,0.002,No
Actinomyces_europaeus,Alistipes_shahii,0.1232,-,0.001,No
Actinomyces_europaeus,Alistipes_sp_An31A,0.0724,+,0.005,No
Actinomyces_europaeus,Alistipes_sp_An66,0.0684,+,0.004,No
Actinomyces_europaeus,Alistipes_sp_CAG_831,0.0466,+,0.024,No
Actinomyces_europaeus,Parabacteroides_distasonis,0.0913,-,0.003,Yes
Actinomyces_europaeus,Parabacteroides_gordonii,0.0345,+,0.032,No
Actinomyces_europaeus,Parabacteroides_merdae,0.0488,-,0.029,No
Actinomyces_europaeus,Parabacteroides_sp_426_9,0.0578,+,0.006,No
Actinomyces_europaeus,Parabacteroides_sp_CAG_409,0.0329,+,0.027,No
Actinomyces_europaeus,Candidatus_Gastranaerophilales_bacterium,0.0587,+,0.008,No
Actinomyces_europaeus,Bacillus_coagulans,0.0591,+,0.005,No
Actinomyces_europaeus,Bacillus_horneckiae,0.0691,+,0.005,No
Actinomyces_europaeus,Gemella_haemolysans,0.0484,+,0.022,No
Actinomyces_europaeus,Gemella_sanguinis,0.0623,-,0.021,No
Actinomyces_europaeus,Staphylococcus_aureus,0.0747,+,0.008,No
Actinomyces_europaeus,Staphylococcus_epidermidis,0.0752,+,0.011,No
Actinomyces_europaeus,Granulicatella_elegans,0.0716,+,0.004,No
Actinomyces_europaeus,Enterococcus_avium,0.0819,+,0.007,Yes
Actinomyces_europaeus,Enterococcus_casseliflavus,0.0647,+,0.009,No
Actinomyces_europaeus,Enterococcus_faecium,0.0487,+,0.038,Yes
Actinomyces_europaeus,Enterococcus_gallinarum,0.0473,+,0.011,No
Actinomyces_europaeus,Enterococcus_raffinosus,0.0696,+,0.005,No
Actinomyces_europaeus,Lactobacillus_acidophilus,0.0714,+,0.005,No
